"主控制器（列）：","Master Controllers (Column):"
"此肢体无参数","This limb has no parameters"
"lips_top_follow","lips_top_follow"
"显示向后兼容选项，在匹配到装备后应用","Show backward-compatibility options, applies after Match to Rig"
"向后兼容选项：","Backward-compatibility options:"
"旧有约束","Old Constraints"
"旧式手臂-脚部对齐","Old Arms-Feet Alignment"
"旧眼矫正","Old Eyes Alignment"
"老年人足部矫正","Old Feet Alignment"
"旧软唇约束","Old Soft Lips Constraints"
"旧脊柱弯曲矫正","Old Spine Bend Alignment"
"旧式拉伸和销钉控制器对齐","Old Stretch and Pin Controllers Alignment"
"旧 IK 极点对齐","Old IK Poles Alignment"
"样条线 IK：四元数","Spline IK: Quaternions"
"将一些装备数据导出到文件中（骨骼变换约束值）","Export some rig data into file (bone transform constraints values)"
"导出数据","export_data"
"移除选择器面板","Remove the picker panel"
"移除选择器","remove_picker"
"添加选择器面板","Add the picker panel"
"添加选择器","add_picker"
"导入选择器面板","Import the picker panel"
"导入选择器","Import Picker"
"导出选择器面板","Export the picker panel"
"导出选择器","Export Picker"
"添加肌肉骨骼","Add muscles bones"
"添加肌肉","add_muscles"
"去除肌肉骨头","Remove muscles bones"
"移除肌肉","remove_muscles"
"将当前眼睑姿势设置为眨眼时的闭合姿势。\n必须选择上眼睑或下眼睑控制器，且眼睑处于闭合姿势","Set the current eyelids pose as closed pose for blinks.\nThe upper or lower eyelid controller must be selected, with eyelids in a closed pose"
"添加眨眼姿势约束","Add Blink Pose Constraints"
"介于两者之间或绝对","In Between or Def"
"rig_blink_","rig_blink_"
"主控制器（黄色框）被移动了！","Masters controllers (yellow boxes) were moved!"
"仅应移动默认控制器（圆圈）","Only the default controllers (circles) should be moved"
"设置眨眼姿势时。","when setting the Blink Pose."
"按“确定”将其重置为零，并将眼睑摆成","Press OK to reset them to zero and pose the eyelids in"
"再次眨眼姿势。","a blink pose again."
"发现多个眨眼动作，应该使用哪一个？","Multiple blink actions found, which one should be used?"
"将眨眼姿势镜像到另一侧","Mirror the blink pose to the other side"
"镜像眨眼姿势约束","Mirror Blink Pose Constraints"
"删除预定义的姿势约束","Remove the predefined pose constraints"
"移除眨眼姿势","Remove Blink Pose"
"消除：","Remove:"
"将当前手指姿势设置为拳头姿势（或伸展姿势）。\n为选定的手添加一个新的拳头控制器，通过缩放将所有手指混合成拳头姿势","Set the current fingers pose as the fist pose (or extended pose).\nAdd a new fist controller to the selected hand to blend all fingers into a fist pose by scaling it"
"添加拳头控制","add_fist_ctrl"
"拳头","rig_fist"
"发现多个拳头动作，应该使用哪一个？","Multiple fist actions found, which one should be used?"
"设置当前姿势为：","Set current pose as:"
"镜像拳头控制器并摆出另一侧的姿势","Mirror the fist controller and pose to the other side"
"镜像拳头控制","mirror_fist_ctrl"
"移除拳头控制器","Remove the fist controller"
"移除拳头控制","remove_fist_ctrl"
"镜像选定的拾取器骨骼变换","Mirror the selected picker bone(s) transforms"
"mirror_picker","mirror_picker"
"编辑选择器布局、按钮和文本位置。选择器选择将被禁用。\n单击“应用布局”以完成并再次启用选择器选择","Edit the picker layout, buttons and text position. The picker selection will be disabled.\nClick Apply Layout to complete and enable again the picker selection"
"move_picker_layout","move_picker_layout"
"捕获当前视图作为面部选择器的背景图像","Capture the current view as the facial picker background image"
"保存 .PNG","Save .PNG"
"分配颜色","Assign the colors"
"分配颜色","assign_colors"
"删除选定的 Auto-Rig Pro 骨架","Delete the selected Auto-Rig Pro armature"
"删除_arp","delete_arp"
"追加arp","append_arp"
"应用所选形状","Apply the selected shape"
"apply_shape","apply_shape"
"编辑选定的骨骼形状","Edit the selected bone shape"
"edit_custom_shape","edit_custom_shape"
"将选定的骨骼形状镜像到另一侧","Mirror the selected bone shape to the other side"
"mirror_custom_shape","mirror_custom_shape"
"导入颜色集","Import the color set"
"导入颜色","Import Colors"
"导出颜色集","Export the color set"
"导出颜色","Export Colors"
"导出装备数据（参考骨骼、自定义形状）","Export rig data (reference bones, custom shapes)"
"导出钻机数据","Export Rig Data"
"导出参考骨骼变换","Export reference bones transforms"
"导出肢体选项，包含肢体的设置","Export Limb Options, containing the settings of the limbs"
"导出骨骼自定义形状","Export bones custom shapes"
"参考骨骼变换","Reference Bones Transforms"
"自定义形状","Custom Shapes"
"导出钻机数据","Export rig data"
"导出数据","Export Data"
"导入装备数据（参考骨骼、自定义形状）","Import rig data (reference bones, custom shapes)"
"导入钻机数据","Import Rig Data"
"导入参考骨骼变换","Import reference bones transforms"
"导入肢体选项","Import Limb Options"
"仅为选定骨骼导入参考骨骼变换","Import reference bones transforms for selected bones only"
"导入骨骼自定义形状","Import bones custom shapes"
"仅选定骨骼","Selected Bones Only"
"导入钻机数据","Import rig data"
"导入数据","Import Data"
"禁用（安全移除）选定的肢体","Disable (remove safely) the selected limb"
"禁用肢体","disable_limb"
"通过删除混合文件中意外存储的所有未在任何可见集合中使用的对象来清理当前场景\n如果在装配时遇到错误，请单击它。","Clean the current scene by removing all objects stored accidentally in the blend file, that are not used in any visible collection\nClick it if you encounter errors when rigging."
"clean_scene","clean_scene"
"检查 Auto-Rig Pro 的新版本是否已发布","Check if a new Auto-Rig Pro version has been released"
"检查更新","Check for Update"
"自当前版本以来的变更","Changes since current version "
"[新增/改进]：","[New/Improved]:"
"[固定的]：","[Fixed]:"
"查看最新官方发布日志","See Latest Official Release Log"
"捐款支持更新：","Donate to support the updates:"
"购买 Ko-Fi","Buy a Ko-Fi"
"Patreon","Patreon"
"打开网络浏览器","Open web browser"
"浏览","Browse"
"将旧骨架更新至最新版本\n之后可能需要单击“匹配装备”来纠正骨骼对齐","Update old armatures to the latest version\nMay require to click 'Match to Rig' afterward to correct bones alignment"
"更新骨架","Update Armature"
"使脚和手臂的 Z 轴向上以保持一致性","Make foot and arms Z axis up for consistency"
"重要的提示！","Important Note!"
"此次更新包括以下骨骼控制器的变换变化：","This update includes transforms changes for the following bone controllers:"
"眼睑、颌骨","Eyelids, Jawbone"
"因此它将破坏这些控制器现有的姿势或动画。","Therefore it will break these controllers existing poses or animations."
"继续？","Continue?"
"选定的骨架将更新至 Auto-Rig Pro 的最新要求。","The selected armature will be updated to Auto-Rig Pro latest requirements."
"以下更新可能会破坏现有的姿势和动画，启用","The following updates can break existing poses and animations, enable "
"仅在必要时：","them only if necessary:"
"脚和手臂 Z-Up","Feet and Arms Z-Up "
"根据骨骼变换值在选定的形状键驱动曲线上添加关键帧点（0 或 1）","Add a keyframe point on the selected shape key driver curve (0 or 1) according the bone transform value"
"设置形状键驱动程序","set_shape_key_driver"
"驱动力价值","Driver Value"
"获取选定的骨骼","Get the selected bone"
"pick_bone","pick_bone"
"使用骨骼名称和骨骼变换参数为选定的形状键创建驱动程序。首先选择骨架，然后选择网格对象","Create a driver for the selected shape key using the Bone name and Bone transform parameter. Select first the armature then the mesh object"
"创建驱动程序","create_driver"
"在此活动视图中显示骨骼拾取器","Display the bone picker in this active view"
"设置_选择器_相机","set_picker_camera"
"与 Voxel Heat Diffuse Skinning 插件绑定","Bind with the Voxel Heat Diffuse Skinning addon"
"运行 VHDS","Run VHDS"
"将选定的网格绑定到装备。\n首先选择网格，然后选择骨架","Bind selected meshes to rig.\nSelect first the meshes, then the armature"
"绑定到装备","bind_to_rig"
"首先问几个问题！...","A few questions first!..."
"先问一个问题！...","A question first!..."
"网格已包含骨架修改器，绑定之前是否清除它们？","Meshes already contain armature modifiers, clear them before binding?"
"网格已包含顶点组，绑定之前将其删除吗？","Meshes already contain vertex groups, remove them before binding?"
"锁定的组或其他修改器使用的组获胜","Locked groups or groups used by other modifiers won"
"这些设置将保存为默认设置，稍后可以在插件中更改","These settings will be saved as default, can be changed later in the addon"
"优先","preferences"
"要绑定超过 75,000 个多边形，可能需要一段时间。继续吗？","More than 75.000 polygons to bind, can take a while. Continue?"
"使用 Scale Fix 重新绑定","Rebind with Scale Fix"
"由于规模较小，绑定可能部分或完全失败","Binding may have partially or totally failed, because of low scale"
"启用 Scale Fix 后再次绑定吗？","Bind again with Scale Fix enabled?"
"解除选定网格与装备的绑定","Unbind the selected meshes from the rig"
"解除绑定","unbind_to_rig"
"显示和编辑参考骨骼","Display and edit the reference bones"
"编辑参考","edit_ref"
"添加电枢特价","Add Armature Specials"
"将选定骨架保存为新预设","Save Selected Armature as New Preset"
"移除电枢预设...","Remove Armature Preset..."
" 将选定的骨架保存为新预设"," Save the selected armature as a new preset "
"保存骨架","Save Armature"
"预设目录不","The preset directory doesn"
"自定义骨架路径","Custom Armatures Path"
"骨架名称","Armature Name"
"移除电枢预设...","Remove armature preset..."
"移除电枢预设","Remove Armature Preset"
"尚未添加自定义骨架预设！","No custom armature preset added yet!"
"移除电枢预设","Remove the armature preset"
"消除","Remove"
"添加肢体特价","Add Limbs Specials"
"将选定骨骼保存为自定义肢体","Save Selected Bones as Custom Limb"
"删除自定义肢体...","Remove Custom Limb..."
"移除自定义肢体...","Remove Custom limbs..."
"移除自定义肢体","Remove Custom Limbs"
"尚未添加自定义肢体！","No Custom Limbs added yet!"
"移除自定义肢体","Remove the custom limb"
" 将选定的骨骼保存到新的肢体预设中"," Save the selected bones into a new limb preset "
"保存肢体","Save Limb"
"警告：已选择 ARP 肢体骨骼：","Warning: ARP limb bone selected: "
"目前仅完全支持自定义骨骼，不支持 ARP 肢体","Only custom bones are fully supported for now, not ARP limbs"
"肢体名称","Limb Name"
"添加肢体","Add a limb"
"添加肢体","add_limb"
" 复制选定的肢体"," Duplicate the selected limb"
"重复肢体","dupli_limb"
" 复制并镜像选定的肢体到另一侧"," Duplicate and mirror the selected limb to the opposite side"
"复制代码","dupli_limb_mirror"
"在 Init Scale 时启用或禁用动作比例补偿","Enable or disable action scale compensation when Init Scale"
"toggle_action_comp","toggle_action_comp"
"启用/禁用所有操作比例补偿","Enable/Disable all actions scale compensation"
"action_scale_comp_all","action_scale_comp_all"
"从参考骨骼生成最终装备","Generate the final rig from the reference bones"
"匹配钻机","Match to Rig"
"警告，电枢比例将设置为 1（启用初始比例），","Warning, armature scale will be set to 1 (Init Scale is enabled),"
"在当前动作中补偿比例以保留动画？","Compensate scale in current actions to preserve animation?"
"是的！","Yes!"
"发现了一些比例关键帧。","Some scale keyframes were found."
"当前操作将自动取消链接以继续","The current action will be unlinked automatically to continue"
"对齐翼骨","Align wing bones"
"对齐翅膀","align_wings"
"层","Layer "
"手臂羽毛","arm_feather_"
"前臂羽毛","forearm_feather_"
"手羽毛","hand_feather_"
"手羽大师","c_hand_feather_master"
"wings_fold_ref","wings_fold_ref"
"c_wings_fold","c_wings_fold"
"限制比例","Limit Scale"
"行动","Action"
"手臂羽毛中部目标","arm_feather_mid_target"
"手臂羽毛中部","c_arm_feather_mid"
"前臂羽毛中部目标","forearm_feather_mid_target"
"c_前臂_羽毛_中","c_forearm_feather_mid"
"手羽中目标","hand_feather_mid_target"
"手羽毛中部","c_hand_feather_mid"
"手臂羽毛","c_arm_feather_"
"c_前臂_羽毛_","c_forearm_feather_"
"手羽毛","c_hand_feather_"
"新的","new"
"大腿","c_thigh_b"
"大腿拉伸","thigh_stretch"
"手臂伸展","arm_stretch"
"根目录","c_root_master.x"
"c_spine_01.x","c_spine_01.x"
"c_spine_02.x","c_spine_02.x"
"c_spine_03.x","c_spine_03.x"
"c_spine_04.x","c_spine_04.x"
"c_spine_05.x","c_spine_05.x"
"暂无说明，留下第一条！","c_spine_06.x"
"c_颈.x","c_neck.x"
"c_head.x","c_head.x"
"c_肩膀。","c_shoulder."
"c_arm_fk。","c_arm_fk."
"c_forearm_fk。","c_forearm_fk."
"c_hand_fk。","c_hand_fk."
"c_thigh_fk。","c_thigh_fk."
"c_leg_fk。","c_leg_fk."
"c_foot_fk。","c_foot_fk."
"c_thumb1。","c_thumb1."
"c_thumb2。","c_thumb2."
"c_thumb3。","c_thumb3."
"c_索引1。","c_index1."
"c_index2。","c_index2."
"c_index3。","c_index3."
"c_中间1。","c_middle1."
"c_中间2。","c_middle2."
"c_中间3。","c_middle3."
"c_ring1。","c_ring1."
"c_ring2。","c_ring2."
"c_ring3。","c_ring3."
"c_pinky1。","c_pinky1."
"c_pinky2。","c_pinky2."
"c_pinky3。","c_pinky3."
"arp_copy_rot_matrix","arp_copy_rot_matrix"
"arp_damped_track","arp_damped_track"
"arp_damped_track_up","arp_damped_track_up"
"复制变换_POSECOPY","CopyTransforms_POSECOPY"
"子颈","subneck_"
"c_tail_00","c_tail_00"
"c_tail_","c_tail_"
"尾巴_","tail_"
"C_","c_"
"c_提示_","c_tip_"
"rig_","rig_"
"cs_grp_","cs_grp_"
"c_root_master_proxy.x","c_root_master_proxy.x"
"c_root_proxy.x","c_root_proxy.x"
"c_root_bend_proxy.x","c_root_bend_proxy.x"
"c_spine_01_proxy.x","c_spine_01_proxy.x"
"c_spine_01_弯曲_代理.x","c_spine_01_bend_proxy.x"
"c_腰部弯曲_代理.x","c_waist_bend_proxy.x"
"c_spine_02_proxy.x","c_spine_02_proxy.x"
"c_spine_02_bend_proxy.x","c_spine_02_bend_proxy.x"
"c_spine_03_proxy.x","c_spine_03_proxy.x"
"c_spine_master_proxy.x","c_spine_master_proxy.x"
"cs_solid_star","cs_solid_star"
"c_spine_","c_spine_"
"cs_solid_bar_01","cs_solid_bar_01"
"cs_固体_平面_2","cs_solid_plane_2"
"picker_screenshot","picker_screenshot"
"二头肌","biceps"
"二头肌尖","biceps_tip"
"ActionBlink_","ActionBlink_"
"手","hand"
"拳头","c_fist"
"cs_fist","cs_fist"
"脚趾拳","c_toes_fist"
"cs_用户_","cs_user_"
"复制旋转","Copy Rotation"
"复制腐烂轨迹","Copy Rot Track"
"阻尼轨道","Damped Track"
"大腿扭动","thigh_twist"
"调整大腿扭转偏移","Tweak thigh twist offset"
"手臂扭动","arm_twist"
"arm_twist_twk","arm_twist_twk"
"肩膀","shoulder"
"c_肩膀","c_shoulder"
"调整臂扭转偏移","Tweak arm twist offset"
"本地子代","Child Of_local"
"全局子项","Child Of_global"
"变量","var"
"极父级","pole_parent"
"极地父母","Pole parent"
"手指抓握","fingers_grasp"
"手指抓握（弯曲所有手指）","Fingers grasp (bend all fingers)"
"变量_001","var_001"
"自动眼睑","auto_eyelid"
"自动眼睑旋转","Automatic eyelid rotation from the eye"
"c_stretch_leg_pin_proxy.r","c_stretch_leg_pin_proxy.r"
"c_stretch_leg_pin_proxy.l","c_stretch_leg_pin_proxy.l"
"c_eye_ref.l","c_eye_ref.l"
"c_eye_ref.r","c_eye_ref.r"
"脚部.l","c_p_foot_fk.l"
"c_p_foot_fk.r","c_p_foot_fk.r"
"脚部损伤","c_p_foot_ik.l"
"cp_p_foot_ik.r","c_p_foot_ik.r"
"lips_retain","lips_retain"
"张嘴时保持嘴唇紧闭","Maintain the lips sealed when opening the jaw"
"嘴唇伸展","lips_stretch"
"启用保留时拉伸和挤压嘴唇","Stretch and squash the lips when retain is enabled"
"下巴腐烂","jaw_rot"
"拉伸值","stretch_value"
"下颌骨","jawbone"
"眼皮","eyelid"
"孩子 Of_traj","Child Of_traj"
"脊柱_","spine_"
"spline_ik_curve","spline_ik_curve"
"腿","leg "
"耳朵_","ear_"
"spine_03_ref.x","spine_03_ref.x"
"耳朵","c_ear_"
"rig_add","rig_add"
"賭場","rig"
"c_eye_offset","c_eye_offset"
"c_arm_twist","c_arm_twist"
"手臂伸展","c_arm_stretch"
"c_前臂_扭曲","c_forearm_twist"
"c_前臂_伸展","c_forearm_stretch"
"c_arm_twist_offset","c_arm_twist_offset"
"前臂扭转","forearm_twist"
"前臂伸展","forearm_stretch"
"臂扭转","c_arm_twist_"
"c_前臂_扭曲_","c_forearm_twist_"
"手臂扭动","arm_twist_"
"前臂扭转","forearm_twist_"
"大腿扭动","c_thigh_twist"
"大腿拉伸","c_thigh_stretch"
"c_leg_twist","c_leg_twist"
"c_leg_stretch","c_leg_stretch"
"腿部扭动","leg_twist"
"腿部伸展","leg_stretch"
"眼睑","eyelid_h_"
"脚跟","foot_heel_h"
"arp_full_character_voxelized","arp_full_character_voxelized"
"内部的","internal"
"复制位置","Copy Location"
"拉伸至","Stretch To"
"复制 Location_wrap","Copy Location_wrap"
"阻尼 Track_wrap","Damped Track_wrap"
"var_002","var_002"
"c_foot_ik_offset","c_foot_ik_offset"
"大腿_b_ik01","thigh_b_ik01"
"大腿_b_ik03","thigh_b_ik03"
"大腿_b_ik3","thigh_b_ik3"
"腿_ik3","leg_ik3"
"大腿_b_ik3_rev","thigh_b_ik3_rev"
"大腿_ik3_rev","thigh_ik3_rev"
"大腿_ik3","thigh_ik3"
"c_thigh_b_stretch","c_thigh_b_stretch"
"大腿","thigh_b_str"
"cs_twist_shape","cs_twist_shape"
"腿弯弯","leg_bendy"
"大腿弯曲","thigh_bendy"
"大腿_b_ik3_nostr","thigh_b_ik3_nostr"
"大腿_ik3_nostr","thigh_ik3_nostr"
"leg_ik3_nostr","leg_ik3_nostr"
"leg_ik3_tar","leg_ik3_tar"
"c_leg_ik3","c_leg_ik3"
"leg_ik3_snap","leg_ik3_snap"
"大腿","thigh_b"
"大腿","c_thigh_b_fk"
"c_stretch_thigh_b","c_stretch_thigh_b"
"腿","leg_fk_h"
"cs_曲线","cs_curve"
"cs_box","cs_box"
"将 3 根骨骼腿 IK 链锁定在此轴上","Lock the 3 bones leg IK chain on this axis"
"刚度_小腿","stiffness_calf"
"小腿骨的 IK 硬度，硬度越高，移动 IK 脚时该骨骼的灵活性就越低","IK Stiffness of the calf bone, the higher it is, the less flexible this bone is supposed to be when moving the IK foot"
"僵硬程度_大腿_b","stiffness_thigh_b"
"大腿_b 骨骼（链条的第一根骨骼）的 IK 硬度。硬度值越高，移动 IK 脚时该骨骼的灵活性就越低","IK Stiffness of the thigh_b bone, the first bone of the chain. The higher it is, the less flexible this bone is supposed to be when moving the IK foot"
"大腿_b_ik02","thigh_b_ik02"
"脚部","c_foot_ik"
"我知道","IK"
"三骨伊克","three_bones_ik"
"使用完整的 3 骨骼 IK 链","Use full 3 bones IK chain"
"信息","inf"
"转变","switch"
"复制 Location_str","Copy Location_str"
"拉伸至_IK3","Stretch To_IK3"
"复制 Scale_FK","Copy Scale_FK"
"复制 Rotation_FK","Copy Rotation_FK"
"复制比例","Copy Scale"
"复制 Rotation_IK","Copy Rotation_IK"
"复制 Scale_IK","Copy Scale_IK"
"尾部_00_ref","tail_00_ref"
"c_tail_master","c_tail_master"
"c_颈","c_neck"
"嘴唇角中间","lips_corner_middle"
"嘴唇保留角","lips_retain_corner"
"c_眼睑","c_eyelid"
"眼睛偏移参考","eye_offset_ref"
"c_eye_target","c_eye_target"
"眼睛参考目标","c_eye_ref_target"
"眉毛柔软","eyebrow_soft"
"复制 Transforms_soft","Copy Transforms_soft"
"乳房_01_ref","breast_01_ref"
"cs_半球体","cs_semi_sphere"
"cs_semi_sphere_inv","cs_semi_sphere_inv"
"腿","leg"
"腿_项目_rot_","leg_proj_rot_"
"碰撞扩散","collide_spread"
"碰撞时的衰减距离","Falloff distance when colliding"
"碰撞距离","collide_dist"
"碰撞时的距离偏移，基于骨骼","Distance offset when colliding, bone based"
"碰撞距离衰减","collide_dist_falloff"
"碰撞时衰减，因此只有旋转的腿才会真正应用碰撞距离偏移","Falloff attenuation when colliding, so that only rotated legs will actually apply the collision distance offset"
"碰撞","collide"
"启用或禁用与腿的碰撞","Enable or disable collisions with legs"
"分布","dist"
"腐烂衰减","rot_falloff"
"rot_diff","rot_diff"
"地面","Floor"
"衰减","falloff"
"科尔","col"
"锁定轨道","Locked Track"
"复制 Transforms_master.l","Copy Transforms_master.l"
"复制 Transforms_master.r","Copy Transforms_master.r"
"CopyTransforms_master.l","CopyTransforms_master.l"
"CopyTransforms_master.r","CopyTransforms_master.r"
"复制 Transforms_row_","Copy Transforms_row_"
"cs_skirt_ctrl","cs_skirt_ctrl"
"cs_skirt_tail_ctrl","cs_skirt_tail_ctrl"
"cs_skirt_mid_ctrl","cs_skirt_mid_ctrl"
"cs_skirt_mas_ctrl","cs_skirt_mas_ctrl"
"cs_skirt_mas_tail_ctrl","cs_skirt_mas_tail_ctrl"
"cs_skirt_mas_mid_ctrl","cs_skirt_mas_mid_ctrl"
"cs_torus_02","cs_torus_02"
"红色的","red"
"样条线 IK","Spline IK"
"拉伸模式","stretch_mode"
"无、骨骼原始、逆比例、体积保存","None, Bone Original, Inverse Scale, Volume Preservation"
"体积变化","volume_variation"
"高值 = 高拉伸和挤压，低值 = 无拉伸和挤压","High value = high stretch and squash, low value = no stretch and squash"
"y 尺度","y_scale"
"无、拟合曲线、骨骼原始","None, Fit Curve, Bone Original"
"长度","length"
"拉紧","stretch"
"凸","bulge"
"捻","twist"
"骨骼扭曲，沿 Y 轴旋转","Bone twist, rotation along the Y axis"
"复制变换","Copy Transforms"
"衔铁","Armature"
"复制 Transforms_IK","Copy Transforms_IK"
"复制 Transforms_FK","Copy Transforms_FK"
"ik_fk_switch","ik_fk_switch"
"IK-FK开关","IK-FK switch"
"复制 Rotation_master","Copy Rotation_master"
"当目标骨骼旋转时自动扭转旋转","Automatic twist rotation when the target bone is rotated"
"body_mid","body_mid"
"body_left","body_left"
"body_right","body_right"
"钩_","Hook_"
"tail_master_rot","tail_master_rot"
"LimitScale_SoftIK","LimitScale_SoftIK"
"cs_c_foot_ik_偏移","cs_c_foot_ik_offset"
"大腿锁","ThighLock"
"大腿锁","thigh_lock"
"锁定或释放大腿 FK 旋转","Lock or free the thigh FK rotation"
"臂锁","ArmLock"
"臂锁","arm_lock"
"锁定或释放手臂 FK 旋转","Lock or free the arm FK rotation"
"cs_c_hand_ik_offset","cs_c_hand_ik_offset"
"肘部与手臂","elbow_in_arm_"
"电枢_肘部","Armature_elbow"
"肘部腐烂","elbow_in_rot_"
"复制 Rotation_elbow","Copy Rotation_elbow"
"肘部向外伸出手臂","elbow_out_arm_"
"肘部腐烂","elbow_out_rot_"
"手腕伸出手臂","wrist_out_arm_"
"Armature_wrist","Armature_wrist"
"手腕外翻","wrist_out_rot_"
"复制 Rotation_wrist","Copy Rotation_wrist"
"手腕与手臂","wrist_in_arm_"
"手腕腐烂","wrist_in_rot_"
"大腿腐烂","thigh_in_rot_"
"复制 Transforms_thigh","Copy Transforms_thigh"
"大腿腐烂","thigh_out_rot_"
"膝盖腐烂","knee_in_rot_"
"复制 Transforms_knee","Copy Transforms_knee"
"膝盖腐烂","knee_out_rot_"
"复制代码","c_toes_pivot"
"c_toes_","c_toes_"
"复制 Rotation_toes","Copy Rotation_toes"
"复制 Rotation_auto","Copy Rotation_auto"
"显示_ik_pole","show_ik_pole"
"ik_invert_dir","ik_invert_dir"
"ik_invert_dir_offset","ik_invert_dir_offset"
"从 IK (0) 切换到 FK (1)","Switch from IK (0) to FK (1)"
"反转 IK 极向量","Invert the IK pole vector"
"如果需要，可以添加额外的偏移来调整反转的 IK 角度","Additional offset to tweak the inverted IK angle if necessary"
"显示 IK 极","Show IK Pole"
"IK_toes","IK_toes"
"脚趾的孩子","Child Of_toes"
"复制 Transforms_meta","Copy Transforms_meta"
"c_pinky1_auto","c_pinky1_auto"
"手指IK-FK开关值","Finger IK-FK switch value"
"ik_提示","ik_tip"
"如果启用，则在指尖处使用 IK 目标；如果禁用，则在指骨根部使用 IK 目标","Use IK target at the tip of the finger if enabled, or at the root of the phalange if disabled"
"手下的孩子","Child Of_hand"
"极点之子","Child Of_pole"
"Rot_IK","Rot_IK"
"Scale_IK","Scale_IK"
"var_tip","var_tip"
"ik_pole","ik_pole"
"手臂羽毛伸展","arm_feather_stretch"
"前臂羽毛拉伸","forearm_feather_stretch"
"手羽伸展","hand_feather_stretch"
"手臂羽毛目标","arm_feather_target_"
"前臂羽毛目标","forearm_feather_target_"
"手羽毛目标","hand_feather_target_"
"neck_twist_tar","neck_twist_tar"
"c_subneck_","c_subneck_"
"子颈扭曲","subneck_twist_"
"subneck_twist_tar_","subneck_twist_tar_"
"颈部腐烂","neck_master_rot"
"颈部扭曲","neck_twist"
"受所选颈部控制器自动扭转的影响，跟随头部转动","Influence of the selected neck controller automatic twist, following the head rotation"
"neck_global_twist","neck_global_twist"
"随着头部旋转，多个颈骨自动扭转的整体影响","Global influence of automatic twist of multiple neck bones, following the head rotation"
"全球的","global"
"当地的","local"
"扭曲腐烂","twist_rot"
"阻尼轨道","damped_track"
"颈部.x","neck.x"
"复制代码","c_spine_master"
"spine_stretchy","spine_stretchy"
"根引用","root_ref"
"腰部弯曲","c_waist_bend"
"cs_spine","cs_spine"
"cs_torus_01","cs_torus_01"
"脊柱拉伸体积","spine_stretch_volume"
"lips_top_01_follow","lips_top_01_follow"
"下颌腐烂后移动","MoveWithJawRot"
"转轮","Transf_Roll"
"移动唇角","MoveWithLipsCorner"
"MoveWithLipsCorner_Z","MoveWithLipsCorner_Z"
"眼睛目标","eye_target"
"让眼睛跟随目标控制器","Make the eyes follow the target controllers"
"c_lips_smile_offset","c_lips_smile_offset"
"嘴唇微笑","c_lips_smile"
"自动唇部","autolips"
"下颌移动","MoveWithJaw"
"复制RotSticky","CopyRotSticky"
"lips_sticky_follow","lips_sticky_follow"
"上唇会跟随下唇","The upper lips will follow the lower lips"
"地板X","FloorX"
"FloorPosZ","FloorPosZ"
"FloorNegZ","FloorNegZ"
"lips_top_ref","lips_top_ref"
"lips_bot_ref","lips_bot_ref"
"嘴唇微笑","lips_smile_ref"
"嘴唇","lips_"
"linear_Y","linear_Y"
"此骨骼的线性 Y 约束的额外调整值","Extra tweak value for the linear Y constraint of this bone"
"linear_Z","linear_Z"
"此骨骼的线性 Z 约束的额外调整值","Extra tweak value for the linear Z constraint of this bone"
"c_lips_","c_lips_"
"复制传输_MASTER_PRE","CopyTransf_MASTER_PRE"
"复制传输_MASTER_NXT","CopyTransf_MASTER_NXT"
"lips_offset_down","lips_offset_down"
"颌骨","jaw_base"
"移動膠唇","Transf_lips_offet"
"复制 Transforms_MASTER_ROOT","Copy Transforms_MASTER_ROOT"
"复制 Transforms_MASTER_TIP","Copy Transforms_MASTER_TIP"
"眼皮_","eyelid_"
"eyelid_twk_","eyelid_twk_"
"c_eyelid_twk_","c_eyelid_twk_"
"眼睑角01_ref","eyelid_corner_01_ref"
"眼睑角02_ref","eyelid_corner_02_ref"
"c_eyelid_","c_eyelid_"
"c_眼睑角_","c_eyelid_corner_"
"眼睑角","eyelid_corner_"
"c_eyelid_corner_02_master","c_eyelid_corner_02_master"
"钻机嘴","rig_mouth"
"rig_teeth","rig_teeth"
"钻机舌","rig_tongue"
"rig_chins","rig_chins"
"钻机鼻子","rig_noses"
"rig_eye_l","rig_eye_l"
"rig_eye_r","rig_eye_r"
"rig_eyebrow_l","rig_eyebrow_l"
"rig_eyebrow_r","rig_eyebrow_r"
"rig_cheeks","rig_cheeks"
"cs_torus_03","cs_torus_03"
"自动装备专业版","Auto-Rig Pro"
"需要更新！","UPDATE REQUIRED!"
"锁定装备","Locked rig"
"不可编辑装备","Non editable rig"
"解锁装备","Unlock Rig"
"锁定装置","Lock Rig"
"添加骨架","Add Armature"
"钻机定义：","Rig Definition:"
"飞大师","Fly Master"
"遗产...","Legacy..."
"辅助控制器：","Secondary Controllers:"
"添加肢体","Add Limb"
"显示 IK 方向","Show IK Directions"
"编辑参考骨骼","Edit Reference Bones"
"复制","Duplicate"
"双面镜","Dupli. Mirror"
"禁用","Disable"
"进口","Import"
"出口","Export"
"编辑形状...","Edit Shape..."
"应用形状","Apply Shape"
"添加肌肉","Add Muscles"
"开发者工具：","Developer tools:"
"姿势工具","Pose Tools"
"添加眨眼姿势","Add Blink Pose"
"设置姿势...","Set Pose..."
"将姿势应用为休息姿势","Apply Pose as Rest Pose"
"绑定设置","Binding Settings"
"引擎","Engine"
"分割零件","Split Parts"
"优化高分辨率","Optimize High Res"
